0,fname,matricule,departmet,levels,sex,db1,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110
9076,ENG 101,HIMS/04/13/0034,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9077,FRE 101,HIMS/04/13/0034,MANAGEMENT,200,1,2013/2014,17,24,16.4,2,132,0,,,,
9078,FRE 101,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,17,67,31.6,2,,,,,,
9079,INS 201,HIMS/04/13/0034,MANAGEMENT,200,1,2013/2014,17,38,33,3,123,0,,,,
9080,INS 201,HIMS/04/13/0034,MANAGEMENT,200,,2013/2014,17,Validated,,,,,,,,
9081,LAW 201,HIMS/04/13/0034,MANAGEMENT,200,1,2013/2014,14,34,9.6,1,55,0,,,,
9082,LAW 201,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,14,24,5.6,1,,,,,,
9083,LAW 202,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,12,36,9.6,1,0,0,,,,
9084,LAW 202,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,12,30,6.4,1,,,,,,
9085,MGS 201,HIMS/04/13/0034,MANAGEMENT,200,1,2013/2014,19,30,29.4,3,144,0,,,,
9086,MGS 201,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,19,26,24,3,,,,,,
9087,MGS 202,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,15,43,34.8,3,0,0,,,,
9088,MGS 202,HIMS/04/13/0034,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
9089,MGS 204,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,17,57,29.6,2,0,0,,,,
9090,MGS 204,HIMS/04/13/0034,MANAGEMENT,200,,2013/2014,17,Validated,,,,,,,,
9091,MGS 206,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,14,24,22.8,3,0,0,,,,
9092,MGS 206,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,14,37,24.6,3,,,,,,
9093,MGT 204,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,14,32,18.4,2,0,0,,,,
9094,MGT 204,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,14,33,14.8,2,,,,,,
9095,MKG 201,HIMS/04/13/0034,MANAGEMENT,200,1,2013/2014,12,19,18.6,3,147,0,,,,
9096,MKG 201,HIMS/04/13/0034,MANAGEMENT,200,3,2013/2014,12,50,34.2,3,,,,,,
9097,MKGS 202,HIMS/04/13/0034,MANAGEMENT,200,2,2013/2014,18,44,37.2,3,0,0,,,,
9098,MKGS 202,HIMS/04/13/0034,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9099,MGS 305,HIMS/04/13/0034,MANAGEMENT,300,1,2014/2015,17,,,,0,,,,,
9100,MGS 306,HIMS/04/13/0034,MANAGEMENT,300,1,2014/2015,19,,,,0,,,,,
9101,MGS 302,HIMS/04/13/0034,MANAGEMENT,300,1,2014/2015,4,,,,0,,,,,
9102,ACY 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,17,43,36,3,186,0,,,,
9103,ACY 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,17,Validated,,,,,,,,
9104,BNF 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,22,48,42,3,180,0,,,,
9105,BNF 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,22,Validated,,,,,,,,
9106,CSC 202,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,24,47,28.4,2,0,0,,,,
9107,CSC 202,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,24,Validated,,,,,,,,
9108,ECN 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,15,50,39,3,210,0,,,,
9109,ECN 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
9110,ECN 203,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,14,41,33,3,195,0,,,,
9111,ECN 203,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
9112,ECN 206,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,15,30,27,3,0,0,,,,
9113,ECN 206,HIMS/04/13/0042,MANAGEMENT,200,3,2013/2014,15,50,33,3,,,,,,
9114,ENG 101,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,15,50,26,2,110,0,,,,
9115,ENG 101,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
9116,FRE 101,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,15,31,18.4,2,130,0,,,,
9117,FRE 101,HIMS/04/13/0042,MANAGEMENT,200,3,2013/2014,15,49,23.6,2,,,,,,
9118,INS 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,25,48,43.8,3,138,0,,,,
9119,INS 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,25,Validated,,,,,,,,
9120,LAW 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,13,57,14,1,73,0,,,,
9121,LAW 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,13,Validated,,,,,,,,
9122,LAW 202,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,18,37,11,1,0,0,,,,
9123,LAW 202,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9124,MGS 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,3,48,30.6,3,210,0,,,,
9125,MGS 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,3,Validated,,,,,,,,
9126,MGS 202,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,25,54,47.4,3,0,0,,,,
9127,MGS 202,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,25,Validated,,,,,,,,
9128,MGS 204,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,14,45,23.6,2,0,0,,,,
9129,MGS 204,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
9130,MGS 206,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,15,41,33.6,3,0,0,,,,
9131,MGS 206,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
9132,MGT 204,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,20,57,30.8,2,0,0,,,,
9133,MGT 204,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,20,Validated,,,,,,,,
9134,MKG 201,HIMS/04/13/0042,MANAGEMENT,200,1,2013/2014,18,41,35.4,3,153,0,,,,
9135,MKG 201,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9136,MKGS 202,HIMS/04/13/0042,MANAGEMENT,200,2,2013/2014,17,58,45,3,0,0,,,,
9137,MKGS 202,HIMS/04/13/0042,MANAGEMENT,200,,2013/2014,17,Validated,,,,,,,,
9138,MGS 305,HIMS/04/13/0042,MANAGEMENT,300,1,2014/2015,21,,,,0,,,,,
9139,MGS 306,HIMS/04/13/0042,MANAGEMENT,300,1,2014/2015,24.5,,,,0,,,,,
9140,MGS 302,HIMS/04/13/0042,MANAGEMENT,300,1,2014/2015,6,,,,0,,,,,
9141,ACY 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,225,0,,,,
9142,BNF 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,35,21,3,0,0,,,,
9143,CSC 202,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,3,,1.2,2,0,0,,,,
9144,ECN 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,105,0,,,,
9145,ECN 203,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9146,ECN 206,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9147,ENG 101,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
9148,FRE 101,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,7,,2.8,2,0,0,,,,
9149,INS 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,21,0,,,,
9150,LAW 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,1,0,0,,,,
9151,LAW 202,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
9152,MGS 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9153,MGS 202,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9154,MGS 204,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9155,MGS 206,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,0,,0,3,0,0,,,,
9156,MGT 204,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9157,MKG 201,HIMS/04/13/0049,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9158,MKGS 202,HIMS/04/13/0049,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9159,MGS 305,HIMS/04/13/0049,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9160,MGS 306,HIMS/04/13/0049,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9161,MGS 302,HIMS/04/13/0049,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9162,ACY 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,17,48,39,3,195,0,,,,
9163,BNF 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,12,28,24,3,120,0,,,,
9164,CSC 202,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,14,23,0,2,74,0,,,,
9165,ECN 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,15,36,30.6,3,153,0,,,,
9166,ECN 203,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,9,26,21,3,105,0,,,,
9167,ECN 206,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,12,18,0,3,90,0,,,,
9168,ENG 101,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,,,0,2,0,0,,,,
9169,FRE 101,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,9,40,19.6,2,98,0,,,,
9170,INS 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,14,52,39.6,3,198,0,,,,
9171,LAW 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,11,29,8,1,40,0,,,,
9172,LAW 202,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,10.5,40,0,1,50.5,0,,,,
9173,MGS 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,10,24,20.4,3,102,0,,,,
9174,MGS 202,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,13,45,0,3,174,0,,,,
9175,MGS 204,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,17,45,0,2,124,0,,,,
9176,MGS 206,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,18,35,0,3,159,0,,,,
9177,MGT 204,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,20,42,0,2,124,0,,,,
9178,MKG 201,HIMS/04/13/0050,MANAGEMENT,200,1,2013/2014,8,41,29.4,3,147,0,,,,
9179,MKGS 202,HIMS/04/13/0050,MANAGEMENT,200,2,2013/2014,18,42,0,3,180,0,,,,
9180,MGS 305,HIMS/04/13/0050,MANAGEMENT,300,1,2014/2015,20.5,,,,0,,,,,
9181,MGS 306,HIMS/04/13/0050,MANAGEMENT,300,1,2014/2015,17,,,,0,,,,,
9182,MGS 302,HIMS/04/13/0050,MANAGEMENT,300,1,2014/2015,10,,,,0,,,,,
9183,ENG 101,HIMS/04/13/0050,MANAGEMENT,200,3,2013/2014,0,0,0,2,,,,,,
9184,ACY 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,22,22,26.4,3,180,0,,,,
9185,ACY 201,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,22,41,28.8,3,,,,,,
9186,BNF 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,12,24,21.6,3,132,0,,,,
9187,BNF 201,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,12,47,35.4,3,,,,,,
9188,CSC 202,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,23,29,20.8,2,0,0,,,,
9189,CSC 202,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,23,Validated,,,,,,,,
9190,ECN 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,18,40,34.8,3,108,0,,,,
9191,ECN 201,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9192,ECN 203,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,22,59,48.6,3,174,0,,,,
9193,ECN 203,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,22,Validated,,,,,,,,
9194,ECN 206,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,18,21,23.4,3,0,0,,,,
9195,ECN 206,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,18,50,34.8,3,,,,,,
9196,ENG 101,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,18,26,17.6,2,162,0,,,,
9197,ENG 101,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,18,55,,,,,,,,
9198,FRE 101,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,6,40,18.4,2,88,0,,,,
9199,FRE 101,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,6,66,26.8,2,,,,,,
9200,INS 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,10,46,33.6,3,138,0,,,,
9201,INS 201,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,10,Validated,,,,,,,,
9202,LAW 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,19,27,9.2,1,56,0,,,,
9203,LAW 201,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,19,46,11,1,,,,,,
9204,LAW 202,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,13.5,40,10.7,1,0,0,,,,
9205,LAW 202,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,13.5,Validated,,,,,,,,
9206,MGS 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,17,29,27.6,3,138,0,,,,
9207,MGS 201,HIMS/04/13/0057,MANAGEMENT,200,3,2013/2014,17,43,33,3,,,,,,
9208,MGS 202,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,22,54,45.6,3,0,0,,,,
9209,MGS 202,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,22,Validated,,,,,,,,
9210,MGS 204,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,18,38,22.4,2,0,0,,,,
9211,MGS 204,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9212,MGS 206,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,14,43,34.2,3,0,0,,,,
9213,MGS 206,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
9214,MGT 204,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,24,41,26,2,0,0,,,,
9215,MGT 204,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,24,Validated,,,,,,,,
9216,MKG 201,HIMS/04/13/0057,MANAGEMENT,200,1,2013/2014,12,48,36,3,138,0,,,,
9217,MKG 201,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,12,Validated,,,,,,,,
9218,MKGS 202,HIMS/04/13/0057,MANAGEMENT,200,2,2013/2014,18,40,34.8,3,0,0,,,,
9219,MKGS 202,HIMS/04/13/0057,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9220,MGS 305,HIMS/04/13/0057,MANAGEMENT,300,1,2014/2015,17,,,,0,,,,,
9221,MGS 306,HIMS/04/13/0057,MANAGEMENT,300,1,2014/2015,14,,,,0,,,,,
9222,MGS 302,HIMS/04/13/0057,MANAGEMENT,300,1,2014/2015,6,,,,0,,,,,
9223,ACY 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,18,26,26.4,3,174,0,,,,
9224,ACY 201,HIMS/04/13/0061,MANAGEMENT,200,3,2013/2014,18,,10.8,3,,,,,,
9225,BNF 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,28,35,37.8,3,132,0,,,,
9226,BNF 201,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,28,Validated,,,,,,,,
9227,CSC 202,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9228,CSC 202,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9229,ECN 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,13,25,22.8,3,189,0,,,,
9230,ECN 201,HIMS/04/13/0061,MANAGEMENT,200,3,2013/2014,13,,7.8,3,,,,,,
9231,ECN 203,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,24,43,40.2,3,114,0,,,,
9232,ECN 203,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,24,Validated,,,,,,,,
9233,ECN 206,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9234,ECN 206,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9235,ENG 101,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,21,28,19.6,2,134,0,,,,
9236,ENG 101,HIMS/04/13/0061,MANAGEMENT,200,3,2013/2014,21,,,,,,,,,
9237,FRE 101,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,12,40,20.8,2,98,0,,,,
9238,FRE 101,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,12,Validated,,,,,,,,
9239,INS 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,19,45,38.4,3,156,0,,,,
9240,INS 201,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9241,LAW 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,15,26,8.2,1,64,0,,,,
9242,LAW 201,HIMS/04/13/0061,MANAGEMENT,200,3,2013/2014,15,,3,1,,,,,,
9243,LAW 202,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,1,0,0,,,,
9244,LAW 202,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9245,MGS 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,16,41,34.2,3,123,0,,,,
9246,MGS 201,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9247,MGS 202,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9248,MGS 202,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9249,MGS 204,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9250,MGS 204,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9251,MGS 206,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,23,,13.8,3,0,0,,,,
9252,MGS 206,HIMS/04/13/0061,MANAGEMENT,200,3,2013/2014,23,29,25.2,3,,,,,,
9253,MGT 204,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9254,MGT 204,HIMS/04/13/0061,MANAGEMENT,200,Not Eligible,2013/2014,,Not Eligible,,,,,,,,
9255,MKG 201,HIMS/04/13/0061,MANAGEMENT,200,1,2013/2014,12,43,33,3,171,0,,,,
9256,MKG 201,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,12,Validated,,,,,,,,
9257,MKGS 202,HIMS/04/13/0061,MANAGEMENT,200,2,2013/2014,19,48,40.2,3,0,0,,,,
9258,MKGS 202,HIMS/04/13/0061,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9259,MGS 305,HIMS/04/13/0061,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9260,MGS 306,HIMS/04/13/0061,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9261,MGS 302,HIMS/04/13/0061,MANAGEMENT,300,1,2014/2015,6,,,,0,,,,,
9262,ACY 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,16,37,31.8,3,201,0,,,,
9263,ACY 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9264,BNF 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,14,28,25.2,3,159,0,,,,
9265,BNF 201,HIMS/04/13/0062,MANAGEMENT,200,3,2013/2014,14,50,38.4,3,,,,,,
9266,CSC 202,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,16,37,21.2,2,0,0,,,,
9267,CSC 202,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9268,ECN 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,14,45,35.4,3,126,0,,,,
9269,ECN 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
9270,ECN 203,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,11,20,18.6,3,177,0,,,,
9271,ECN 203,HIMS/04/13/0062,MANAGEMENT,200,3,2013/2014,11,50,27.6,3,,,,,,
9272,ECN 206,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,13,32,27,3,0,0,,,,
9273,ECN 206,HIMS/04/13/0062,MANAGEMENT,200,3,2013/2014,13,,7.8,3,,,,,,
9274,ENG 101,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,19,47,26.4,2,62,0,,,,
9275,ENG 101,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9276,FRE 101,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,15,41,22.4,2,132,0,,,,
9277,FRE 101,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,15,Validated,,,,,,,,
9278,INS 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,14,36,30,3,168,0,,,,
9279,INS 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,14,Validated,,,,,,,,
9280,LAW 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,16,40,11.2,1,50,0,,,,
9281,LAW 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9282,LAW 202,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,21,50,14.2,1,0,0,,,,
9283,LAW 202,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,21,Validated,,,,,,,,
9284,MGS 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,17,46,37.8,3,168,0,,,,
9285,MGS 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,17,Validated,,,,,,,,
9286,MGS 202,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,16,46,37.2,3,0,0,,,,
9287,MGS 202,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9288,MGS 204,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,18,61,31.6,2,0,0,,,,
9289,MGS 204,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,18,Validated,,,,,,,,
9290,MGS 206,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,19,40,35.4,3,0,0,,,,
9291,MGS 206,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9292,MGT 204,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,19,50,27.6,2,0,0,,,,
9293,MGT 204,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9294,MKG 201,HIMS/04/13/0062,MANAGEMENT,200,1,2013/2014,16,47,37.8,3,189,0,,,,
9295,MKG 201,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,16,Validated,,,,,,,,
9296,MKGS 202,HIMS/04/13/0062,MANAGEMENT,200,2,2013/2014,19,48,40.2,3,0,0,,,,
9297,MKGS 202,HIMS/04/13/0062,MANAGEMENT,200,,2013/2014,19,Validated,,,,,,,,
9298,MGS 305,HIMS/04/13/0062,MANAGEMENT,300,1,2014/2015,23,,,,0,,,,,
9299,MGS 306,HIMS/04/13/0062,MANAGEMENT,300,1,2014/2015,25,,,,0,,,,,
9300,MGS 302,HIMS/04/13/0062,MANAGEMENT,300,1,2014/2015,10,,,,0,,,,,
9301,ACY 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,17,19,21.6,3,201,0,,,,
9302,BNF 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,17,20,22.2,3,108,0,,,,
9303,CSC 202,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,20,36,22.4,2,0,0,,,,
9304,ECN 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,13,35,28.8,3,111,0,,,,
9305,ECN 203,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,12,21,19.8,3,144,0,,,,
9306,ECN 206,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,21,41,37.2,3,0,0,,,,
9307,ENG 101,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,19,45,25.6,2,66,0,,,,
9308,FRE 101,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,15,27,16.8,2,128,0,,,,
9309,INS 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,14,50,38.4,3,126,0,,,,
9310,LAW 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,12,22,6.8,1,64,0,,,,
9311,LAW 202,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,15,42,11.4,1,0,0,,,,
9312,MGS 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,2,40,25.2,3,102,0,,,,
9313,MGS 202,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,17,56,43.8,3,0,0,,,,
9314,MGS 204,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,16,57,29.2,2,0,0,,,,
9315,MGS 206,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,20,47,40.2,3,0,0,,,,
9316,MGT 204,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,22,29,20.4,2,0,0,,,,
9317,MKG 201,HIMS/04/13/0079,MANAGEMENT,200,1,2013/2014,7,25,19.2,3,126,0,,,,
9318,MKGS 202,HIMS/04/13/0079,MANAGEMENT,200,2,2013/2014,,,0,3,0,0,,,,
9319,MGS 305,HIMS/04/13/0079,MANAGEMENT,300,1,2014/2015,20.5,,,,0,,,,,
9320,MGS 306,HIMS/04/13/0079,MANAGEMENT,300,1,2014/2015,18.5,,,,0,,,,,
9321,MGS 302,HIMS/04/13/0079,MANAGEMENT,300,1,2014/2015,,,,,0,,,,,
9322,ACY 201,HIMS/04/13/0082,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9323,BNF 201,HIMS/04/13/0082,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9324,CSC 202,HIMS/04/13/0082,MANAGEMENT,200,2,2013/2014,,,0,2,0,0,,,,
9325,ECN 201,HIMS/04/13/0082,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
9326,ECN 203,HIMS/04/13/0082,MANAGEMENT,200,1,2013/2014,,,0,3,0,0,,,,
